Object Number,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Constituent ID,Artist Prefix,Artist Display Name,Artist Alpha Sort,Artist ULAN URL,Artist Wikidata URL,Culture,Period,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,_year_start,_year_end,Object Name,Title,Link Resource,Object Wikidata URL,Tags,Tags AAT URL,Tags Wikidata URL,Type,Decoration type,Female figures,Male figures,Myth,Record in MANTO,object_1,object_2,MANTO_result_1,MANTO_result_2,MANTO_result_3,MANTO_result_4,MANTO_result_5,MANTO_result_6
49.11.2,True,254612.0,,Greek and Roman Art,1949.0,,,,,,,"Greek, Boeotian",Classical,V Century BCE–Late,-450.0,-400.0,Terracotta,"Diameter: 4 in. (10.2 cm)
Height: 5 1/16 × 2 3/4 in. (12.8 × 7 cm)
Other (width w/ handle): 4 1/4 in. (10.8 cm)","Fletcher Fund, 1949",-450.0,-400.0,Oinochoe,Oinochoe,http://www.metmuseum.org/art/collection/search/254612,,Birds|Human Figures,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300404114,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q5937779,unknown,,,,,,,,,,,,,
41.162.4,True,254171.0,171.0,Greek and Roman Art,1941.0,4936.0,Attributed to the,Nikias Painter,Nikias Painter,http://vocab.getty.edu/page/ulan/500120195,https://www.wikidata.org/wiki/Q377707,"Greek, Attic",Classical,late 5th century BCE,-425.0,-400.0,Terracotta,"H. 12 5/8 in. (32.1 cm)
diameter  13 3/8 in. (33.9 cm)
width with handles  14 5/16 in. (36.3 cm)","Rogers Fund, 1941",-425.0,-400.0,Bell-krater,Terracotta bell-krater (bowl for mixing wine and water),http://www.metmuseum.org/art/collection/search/254171,https://www.wikidata.org/wiki/Q116288947,Men|Altars,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300003725,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q101687,bell krater,,,,,,,,,,,,,
34.155,True,253479.0,171.0,Greek and Roman Art,1934.0,4933.0,Attributed to the,Painter of Athens 1943,Painter of Athens 1943,http://vocab.getty.edu/page/ulan/500046527,,"Greek, Attic",Classical,ca. 450–440 BCE,-450.0,-400.0,Terracotta,"H. 15 1/8 in. (38.4 cm)
diameter  4 3/8 in. (11.1 cm)","Gift of J. Pierpont Morgan, 1934",-450.0,-400.0,Lekythos,Terracotta lekythos (oil flask),http://www.metmuseum.org/art/collection/search/253479,https://www.wikidata.org/wiki/Q116241654,Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,lekythos,,,,,,,,,,,,,
34.32.2,True,253430.0,159.0,Greek and Roman Art,1934.0,4915.0,Attributed to the,Painter of Munich 2335,Painter of Munich 2335,http://vocab.getty.edu/page/ulan/500062819,https://www.wikidata.org/wiki/Q26214464,"Greek, Attic",Classical,ca. 440 BCE,-450.0,-400.0,Terracotta,H. 15 7/16 in. (39.1 cm); diameter  4 3/4 in. (12.1 cm),"Gift of Estate of Julius Sachs, 1934",-450.0,-400.0,Lekythos,Terracotta lekythos (oil flask),http://www.metmuseum.org/art/collection/search/253430,https://www.wikidata.org/wiki/Q116241663,Tombs|Women,http://vocab.getty.edu/page/aat/300005926|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q381885|https://www.wikidata.org/wiki/Q467,lekythos,,,,,,,,,,,,,
31.11.13,True,253351.0,159.0,Greek and Roman Art,1931.0,5292.0,Attributed to the,Eretria Painter,Eretria Painter,http://vocab.getty.edu/page/ulan/500021015,https://www.wikidata.org/wiki/Q386045,"Greek, Attic",Classical,ca. 420 BCE,-450.0,-400.0,Terracotta,H. 19 1/2 in. (49.5 cm); diameter  8 1/16 in. (20.5 cm),"Rogers Fund, 1931",-450.0,-400.0,Squat lekythos,Terracotta lekythos (oil flask),http://www.metmuseum.org/art/collection/search/253351,https://www.wikidata.org/wiki/Q29383866,Battles|Men|Women|Achilles,http://vocab.getty.edu/page/aat/300185692|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901000072,https://www.wikidata.org/wiki/Q178561|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q41746,lekythos,,,,,,,,,,,,,
44.11.13,True,254519.0,159.0,Greek and Roman Art,1944.0,4919.0,Attributed to the,Suessula Painter,Suessula Painter,http://vocab.getty.edu/page/ulan/500103896,https://www.wikidata.org/wiki/Q26982427,"Greek, Attic",Classical,ca. 400 BCE,-400.0,-400.0,Terracotta,H. 14 in. (35.5 cm),"Fletcher Fund, 1944",-400.0,-400.0,Neck-amphora,Terracotta neck-amphora (jar) with twisted handles,http://www.metmuseum.org/art/collection/search/254519,https://www.wikidata.org/wiki/Q116287249,Amazons|Maenads|Satyrs,http://vocab.getty.edu/page/ia/901000212| |http://vocab.getty.edu/page/aat/300379732,https://www.wikidata.org/wiki/Q134154|https://www.wikidata.org/wiki/Q209599|https://www.wikidata.org/wiki/Q163709,neck amphora,,,,,,,,,,,,,
44.11.12,True,254518.0,159.0,Greek and Roman Art,1944.0,4919.0,Attributed to the,Suessula Painter,Suessula Painter,http://vocab.getty.edu/page/ulan/500103896,https://www.wikidata.org/wiki/Q26982427,"Greek, Attic",Classical,ca. 400 BCE,-400.0,-400.0,Terracotta,H. 14 1/16 in. (35.8 cm),"Fletcher Fund, 1944",-400.0,-400.0,Neck-amphora,Terracotta neck-amphora (jar) with twisted handles,http://www.metmuseum.org/art/collection/search/254518,https://www.wikidata.org/wiki/Q116287313,Male Nudes|Shields|Amazons|Human Figures,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300036869|http://vocab.getty.edu/page/ia/901000212|http://vocab.getty.edu/page/aat/300404114,https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q131559|https://www.wikidata.org/wiki/Q134154|https://www.wikidata.org/wiki/Q5937779,neck amphora,,,,,,,,,,,,,
"25.78.47a, b",True,251831.0,171.0,Greek and Roman Art,1925.0,,,,,,,"Greek, Attic",Classical,last quarter of 5th century BCE,-425.0,-400.0,Terracotta,"H. with lid 5 in. (12.7 cm)
diameter  6 9/16 in. (16.7 cm)","Fletcher Fund, 1925",-425.0,-400.0,Lekanis with lid,Terracotta lekanis (covered dish),http://www.metmuseum.org/art/collection/search/251831,https://www.wikidata.org/wiki/Q116292988,Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,lekanis,,,,,,,,,,,,,
24.97.35,True,251495.0,159.0,Greek and Roman Art,1924.0,,,,,,,"Greek, Attic",Classical,late 5th century BCE,-430.0,-400.0,Terracotta,"6 7/8 × 4 in. (17.5 × 10.2 cm)
Diam. of foot: 3 1/16 in. (7.8 cm)
Diam. of rim: 1 5/8 in. (4.2 cm)","Fletcher Fund, 1924",-430.0,-400.0,Squat lekythos,Terracotta squat lekythos (oil flask),http://www.metmuseum.org/art/collection/search/251495,https://www.wikidata.org/wiki/Q116403131,,,,lekythos,,,,,,,,,,,,,
24.97.34,True,251494.0,159.0,Greek and Roman Art,1924.0,,,,,,,"Greek, Attic",Classical,2nd half of 5th century BCE,-450.0,-400.0,Terracotta,H. 2 15/16 in. (7.5 cm),"Fletcher Fund, 1924",-450.0,-400.0,"Oinochoe, chous",Terracotta oinochoe: chous (jug),http://www.metmuseum.org/art/collection/search/251494,https://www.wikidata.org/wiki/Q116287878,Animals|Male Nudes|Women,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q467,chous,,,,,,,,,,,,,
21.88.80,True,251104.0,159.0,Greek and Roman Art,1921.0,,,,,,,"Greek, Attic",Classical,ca. 400 BCE,-420.0,-400.0,Terracotta,4in. (10.2cm),"Rogers Fund, 1921",-420.0,-400.0,"Oinochoe, miniature",Terracotta oinochoe: chous (jug),http://www.metmuseum.org/art/collection/search/251104,https://www.wikidata.org/wiki/Q116290086,Boys|Goats|Chariots,http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300250122|http://vocab.getty.edu/page/aat/300212699,https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q2934|https://www.wikidata.org/wiki/Q203788,chous,,,,,,,,,,,,,
21.88.75,True,251099.0,162.0,Greek and Roman Art,1921.0,4928.0,Attributed to the,Amykos Painter,Amykos Painter,http://vocab.getty.edu/page/ulan/500017075,https://www.wikidata.org/wiki/Q16145891,"Greek, South Italian, Lucanian",Classical,ca. 430–400 BCE,-430.0,-400.0,Terracotta,H. 15 1/16 in. (38.3 cm); diameter of mouth 14 9/16 in. (37 cm),"Rogers Fund, 1921",-430.0,-400.0,Calyx-krater,Terracotta calyx-krater (mixing bowl),http://www.metmuseum.org/art/collection/search/251099,https://www.wikidata.org/wiki/Q116290121,Soldiers|Helmets|Shields|Male Nudes,http://vocab.getty.edu/page/aat/300185678|http://vocab.getty.edu/page/aat/300036794|http://vocab.getty.edu/page/aat/300036869|http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q4991371|https://www.wikidata.org/wiki/Q173603|https://www.wikidata.org/wiki/Q131559|https://www.wikidata.org/wiki/Q40446,calyx krater,,,,,,,,,,,,,
21.88.64,True,251088.0,171.0,Greek and Roman Art,1921.0,4927.0,Attributed to Class W: The,Class W: The Persian Class of Head Vases,Class W: The Persian Class of Head Vases,http://vocab.getty.edu/page/ulan/500104562,,"Greek, Attic",Classical,late 5th century BCE,-430.0,-400.0,Terracotta,H. 8 7/16 in. (21.5 cm); diameter of mouth  4 3/4 in. (12.1 cm),"Rogers Fund, 1921",-430.0,-400.0,Kantharos in the form of two heads,Terracotta kantharos (drinking cup with high handles),http://www.metmuseum.org/art/collection/search/251088,https://www.wikidata.org/wiki/Q116290170,Sphinx|Satyrs|Panthers|Heads|Women,http://vocab.getty.edu/page/aat/300375739|http://vocab.getty.edu/page/aat/300379732|http://vocab.getty.edu/page/aat/300310390|http://vocab.getty.edu/page/aat/300375054|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q151480|https://www.wikidata.org/wiki/Q163709|https://www.wikidata.org/wiki/Q35255|https://www.wikidata.org/wiki/Q3409626|https://www.wikidata.org/wiki/Q467,kantharos,,,,,,,,,,,,,
"17.230.42a, b",True,250575.0,171.0,Greek and Roman Art,1917.0,5245.0,Connected with the,Otchët Group,Otchët Group,http://vocab.getty.edu/page/ulan/500083655,,"Greek, Attic",Classical,ca. 400 BCE,-400.0,-400.0,Terracotta,"Overall: 7 9/16in. (19.2cm)
Other (total height): 7 9/16 x 11 3/4in. (19.2 x 29.9cm)","Rogers Fund, 1917",-400.0,-400.0,Lekanis with lid,Terracotta lekanis (covered dish),http://www.metmuseum.org/art/collection/search/250575,https://www.wikidata.org/wiki/Q116286992,Birds|Women|Eros|Rabbits,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901000613|http://vocab.getty.edu/page/aat/300250218,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q121973|https://www.wikidata.org/wiki/Q9394,lekanis,,,,,,,,,,,,,
06.1021.135,True,247301.0,171.0,Greek and Roman Art,1906.0,4901.0,Attributed to the,Triglyph Painter,Triglyph Painter,http://vocab.getty.edu/page/ulan/500084034,,"Greek, Attic",Classical,ca. 420–400 BCE,-420.0,-400.0,Terracotta,H.: 17 3/4 in. (45.1 cm),"Rogers Fund, 1906",-420.0,-400.0,Lekythos,Terracotta lekythos (oil flask),http://www.metmuseum.org/art/collection/search/247301,https://www.wikidata.org/wiki/Q116294229,Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,lekythos,,,,,,,,,,,,,
"06.1021.142a, b",True,247307.0,171.0,Greek and Roman Art,1906.0,,,,,,,"Greek, Attic",Classical,late 5th century BCE,-425.0,-400.0,Terracotta,"H. 1 3/4 in. (4.5 cm)
diameter  2 1/2 in. (6.4 cm)","Rogers Fund, 1906",-425.0,-400.0,Pyxis with lid,Terracotta pyxis (box),http://www.metmuseum.org/art/collection/search/247307,https://www.wikidata.org/wiki/Q116294224,Horses,http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q726,pyxis,,,,,,,,,,,,,
06.1021.182,True,247345.0,171.0,Greek and Roman Art,1906.0,,,,,,,"Greek, Attic",Classical,late 5th century BCE,-430.0,-400.0,Terracotta,H.: 4 3/8 in. (11.1 cm),"Rogers Fund, 1906",-430.0,-400.0,Squat lekythos,Terracotta squat lekythos (oil jar),http://www.metmuseum.org/art/collection/search/247345,https://www.wikidata.org/wiki/Q116293551,Eros,http://vocab.getty.edu/page/ia/901000613,https://www.wikidata.org/wiki/Q121973,lekythos,,,,,,,,,,,,,
"06.1021.232a, b",True,247395.0,171.0,Greek and Roman Art,1906.0,4906.0,Attributed to the,Group of the Würzburg Scylla,Group of the Würzburg Scylla,,,"Greek, Boeotian",Classical,late 5th century BCE,-425.0,-400.0,Terracotta,"H. 7 in. (17.8 cm.)
H. with cover. 9 in. (22.9 cm.)
D. 6 1/2 in. (16.5 cm.)","Rogers Fund, 1906",-425.0,-400.0,Bell-krater with lid,Terracotta bell-krater (mixing bowl) with lid,http://www.metmuseum.org/art/collection/search/247395,https://www.wikidata.org/wiki/Q116291443,Women|Monsters,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300412118,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q276453,bell krater,,,,,,,,,,,,,
06.1021.156,True,247320.0,171.0,Greek and Roman Art,1906.0,4902.0,Attributed to the,Bulas Group,Bulas Group,http://vocab.getty.edu/page/ulan/500024551,https://www.wikidata.org/wiki/Q1003475,"Greek, Attic",Classical,ca. 400 BCE,-400.0,-400.0,Terracotta,H.: 3 5/16 in. (8.4 cm),"Rogers Fund, 1906",-400.0,-400.0,"Panathenaic amphora, miniature",Terracotta miniature Panathenaic amphora,http://www.metmuseum.org/art/collection/search/247320,https://www.wikidata.org/wiki/Q116294108,Men|Athena|Athletes,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901000069|http://vocab.getty.edu/page/aat/300236025,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q37122|https://www.wikidata.org/wiki/Q2066131,panathenaic amphora,,,,,,,,,,,,,
11.213.2,True,248636.0,159.0,Greek and Roman Art,1911.0,16376.0,Attributed to the manner of the,Meidias Painter,Meidias Painter,http://vocab.getty.edu/page/ulan/500019503,https://www.wikidata.org/wiki/Q1333886,"Greek, Attic",Classical,ca. 410 BCE,-410.0,-400.0,Terracotta,"H. 7 7/8 in. (20 cm)
diameter  4 3/4 in. (12.1 cm)","Rogers Fund, 1911",-410.0,-400.0,Squat lekythos,Terracotta squat lekythos (oil flask),http://www.metmuseum.org/art/collection/search/248636,https://www.wikidata.org/wiki/Q116402449,Aphrodite|Eros|Women,http://vocab.getty.edu/page/ia/901000612|http://vocab.getty.edu/page/ia/901000613|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q35500|https://www.wikidata.org/wiki/Q121973|https://www.wikidata.org/wiki/Q467,lekythos,,,,,,,,,,,,,
12.229.15,True,248685.0,171.0,Greek and Roman Art,1912.0,4912.0,Attributed to the,Talos Painter,Talos Painter,http://vocab.getty.edu/page/ulan/500081551,,"Greek, Attic",Classical,ca. 400 BCE,-400.0,-400.0,Terracotta,"H. as restored  17 3/4 in. (45.11 cm)
diameter  17 1/2 in. (44.5 cm)","Rogers Fund, 1912",-400.0,-400.0,"Lebes gamikos base, fragmentary",Base of a terracotta lebes gamikos (jar associated with weddings),http://www.metmuseum.org/art/collection/search/248685,https://www.wikidata.org/wiki/Q116288201,,,,lebes gamikos,,,,,,,,,,,,,
06.1021.202,True,247365.0,171.0,Greek and Roman Art,1906.0,,,,,,,"Greek, Attic",Classical,ca. 420 BCE,-420.0,-400.0,Terracotta,H. 3 5/8 in. (9.2 cm),"Rogers Fund, 1906",-420.0,-400.0,"Oinochoe, chous",Terracotta oinochoe: chous (jug),http://www.metmuseum.org/art/collection/search/247365,https://www.wikidata.org/wiki/Q116293082,Boys|Toys,http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300211037,https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q11422,chous,,,,,,,,,,,,,
06.1169,True,247582.0,159.0,Greek and Roman Art,1906.0,4910.0,Attributed to the,Woman Painter,Woman Painter,http://vocab.getty.edu/page/ulan/500084033,,"Greek, Attic",Classical,ca. 420–400 BCE,-420.0,-400.0,Terracotta,H. 16 in. (40.6 cm),"Rogers Fund, 1906",-420.0,-400.0,Lekythos,Terracotta lekythos (oil flask),http://www.metmuseum.org/art/collection/search/247582,https://www.wikidata.org/wiki/Q116289687,Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,lekythos,,,,,,,,,,,,,
"06.1021.122a, b",True,247288.0,171.0,Greek and Roman Art,1906.0,,,,,,,"Greek, Attic",Classical,ca. 400 BCE,-400.0,-400.0,Terracotta,Other: 2 3/4 x 4 5/8 in. (7 x 11.7 cm),"Rogers Fund, 1906",-400.0,-400.0,Pyxis with lid,Terracotta pyxis (box),http://www.metmuseum.org/art/collection/search/247288,https://www.wikidata.org/wiki/Q116294280,Women|Eros,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901000613,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q121973,pyxis,,,,,,,,,,,,,
"06.1021.121a, b",True,247287.0,171.0,Greek and Roman Art,1906.0,,,,,,,"Greek, Attic",Classical,ca. 425–400 BCE,-425.0,-400.0,Terracotta,"H. with lid 3 1/2 in. (8.9 cm)
diameter of body  4 3/4 in. (12.1 cm)
diameter of lid  5 7/8 in. (14.9 cm)","Rogers Fund, 1906",-425.0,-400.0,Pyxis with lid,Terracotta pyxis (box),http://www.metmuseum.org/art/collection/search/247287,https://www.wikidata.org/wiki/Q116294285,Women|Eros,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901000613,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q121973,pyxis,,,,,,,,,,,,,
"06.1021.120a, b",True,247286.0,171.0,Greek and Roman Art,1906.0,,,,,,,"Greek, Attic",Classical,late 5th century BCE,-430.0,-400.0,Terracotta,H. 3 in. (7.6 cm),"Rogers Fund, 1906",-430.0,-400.0,Pyxis with lid,Terracotta pyxis (box),http://www.metmuseum.org/art/collection/search/247286,https://www.wikidata.org/wiki/Q116294288,Women|Eros,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901000613,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q121973,pyxis,,,,,,,,,,,,,
"06.1021.119a, b",True,247285.0,156.0,Greek and Roman Art,1906.0,,,,,,,"Greek, Attic",Classical,ca. 425–400 BCE,-425.0,-400.0,Terracotta,"H. 4 1/2 in. (11.4 cm)
diameter  4 3/4 in. (12.1 cm)","Rogers Fund, 1906",-425.0,-400.0,Pyxis with lid,Terracotta pyxis (box),http://www.metmuseum.org/art/collection/search/247285,https://www.wikidata.org/wiki/Q116294295,Women|Playing|Games,http://vocab.getty.edu/page/aat/300025943| |http://vocab.getty.edu/page/aat/300069657,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q1150958|https://www.wikidata.org/wiki/Q11410,pyxis,,,,,,,,,,,,,
06.1021.111,True,247277.0,,Greek and Roman Art,1906.0,,,,,,,"Greek, Attic",Classical,late 5th century BCE,-430.0,-400.0,Terracotta,"3 5/8 × 10 1/16 × 7 3/16 in. (9.2 × 25.6 × 18.3 cm)
Diam. of foot: 3 3/16 in. (8.2 cm)","Rogers Fund, 1906",-430.0,-400.0,Kylix,Kylix,http://www.metmuseum.org/art/collection/search/247277,,,,,kylix,,,,,,,,,,,,,
06.1021.44,True,247216.0,171.0,Greek and Roman Art,1906.0,,,,,,,"Greek, South Italian, Campanian",Classical,5th century BCE,-499.0,-400.0,Terracotta,H.: 9 1/2 in. (24.1 cm),"Rogers Fund, 1906",-499.0,-400.0,Neck-amphora,Terracotta neck-amphora (jar),http://www.metmuseum.org/art/collection/search/247216,https://www.wikidata.org/wiki/Q116295302,Men|Women|Running,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300239496,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q105674,neck amphora,,,,,,,,,,,,,
06.1021.43,True,247215.0,171.0,Greek and Roman Art,1906.0,,,,,,,"Greek, South Italian, Campanian",Classical,5th century BCE,-499.0,-400.0,Terracotta,H.: 11 11/16 in. (29.7 cm),"Rogers Fund, 1906",-499.0,-400.0,Neck-amphora,Terracotta neck-amphora (jar),http://www.metmuseum.org/art/collection/search/247215,https://www.wikidata.org/wiki/Q116295371,Men|Satyrs|Altars,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300379732|http://vocab.getty.edu/page/aat/300003725,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q163709|https://www.wikidata.org/wiki/Q101687,neck amphora,,,,,,,,,,,,,
06.1021.42,True,247214.0,171.0,Greek and Roman Art,1906.0,,,,,,,"Greek, South Italian, Campanian",Classical,5th century BCE,-499.0,-400.0,Terracotta,H.: 8 5/16 in. (21.2 cm),"Rogers Fund, 1906",-499.0,-400.0,Neck-amphora,Terracotta neck-amphora (jar),http://www.metmuseum.org/art/collection/search/247214,https://www.wikidata.org/wiki/Q116295374,Men|Trees|Altars|Lyres,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300132410|http://vocab.getty.edu/page/aat/300003725|http://vocab.getty.edu/page/aat/300042114,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q10884|https://www.wikidata.org/wiki/Q101687|https://www.wikidata.org/wiki/Q201129,neck amphora,,,,,,,,,,,,,
91.1.466,True,245623.0,161.0,Greek and Roman Art,1891.0,4928.0,Attributed to the,Amykos Painter,Amykos Painter,http://vocab.getty.edu/page/ulan/500017075,https://www.wikidata.org/wiki/Q16145891,"Greek, South Italian, Lucanian",Classical,ca. 420–400 BCE,-420.0,-400.0,Terracotta,"18 1/16 in. (45.9 cm)
Mouth: 19 cm (7 1/2 in.)
Diameter: 13 3/4 in. × 6 7/16 in. (35 × 16.3 cm)
Width (with handles): 16 5/16 in. (41.5 cm)","Edward C. Moore Collection, Bequest of Edward C. Moore, 1891",-420.0,-400.0,Hydria,Terracotta hydria (water jar),http://www.metmuseum.org/art/collection/search/245623,https://www.wikidata.org/wiki/Q116289909,Male Nudes|Women,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q467,hydria,,,,,,,,,,,,,
